,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,690.8111653964033,0.02231345679479762
Linear X Learner,855.6245606534117,0.021208072899833036
Gradient Boosting Trees X Learner,1036.6149174688474,0.013446001778685625
Linear DML,761.1183250081743,0.021595955822238933
Gradient Boosting Trees DML,957.5503465347216,0.022586970899222406
Doubly Robust (Linear),635419762.4700115,130493.22457681544
Causal BART,845.1589123176315,0.016578740068511722
TMLE,2537.5223777417928,0.17144007334105082
