,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,10.19932243281267,0.016812462209948743
Linear X Learner,12.901195135456414,0.016951899304260627
Gradient Boosting Trees X Learner,12.097268741732599,0.006178591106423982
Linear DML,10.575107167825477,0.01020207938823079
Gradient Boosting Trees DML,13.548095285480724,0.040917734283966334
Doubly Robust (Linear),30018.80323605483,0.06611202997836711
Causal BART,12.166694402368655,0.014854647890773282
TMLE,43.330908129118505,0.10849524708704907
