,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,8.113930151331619,0.022088500246948167
Linear X Learner,10.05999567214334,0.026813207200743174
Gradient Boosting Trees X Learner,9.392389289292751,0.017214037142795912
Linear DML,8.194314041914069,0.01741306255940928
Gradient Boosting Trees DML,10.840838465080246,0.06684718213133559
Doubly Robust (Linear),400.6528344468352,10.879165926353643
Causal BART,9.385325475068214,0.019540869127971598
TMLE,32.97027591495925,0.06007965884502587
