,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,10.19932243281267,0.018738728066823945
Linear X Learner,12.901195135456414,0.018967196571345005
Gradient Boosting Trees X Learner,13.158616780022854,0.00812065801654939
Linear DML,10.575107167825477,0.013147043881042587
Gradient Boosting Trees DML,13.548095285480724,0.049267223185290955
Doubly Robust (Linear),4027910.7445123815,228356.21153300267
Causal BART,12.166694402368655,0.016775982144929442
TMLE,43.330908129118505,0.16938557326687376
