,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,736.9661292397277,0.019980936045114767
Linear X Learner,948.6938314438086,0.020584506206066343
Gradient Boosting Trees X Learner,1026.2086978776217,0.013852221242966804
Linear DML,771.2583996154866,0.015502809817460892
Gradient Boosting Trees DML,1063.8935225490102,0.05425021842169424
Doubly Robust (Linear),1744466078.3624215,245090.01454958
Causal BART,911.8006623379104,0.016534913282042287
TMLE,2905.7780373227433,0.16886578348848968
