,loss,train_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/train_loop_config/latent_dim,config/train_loop_config/hidden_dim,config/train_loop_config/lr,config/train_loop_config/kld_rigidity,config/train_loop_config/bias_rigidity,config/train_loop_config/effect_rigidity,config/train_loop_config/batch_size
0,590.7437133789062,33.487586975097656,1764017371,,False,1,6f7a5_00000,2025-11-24_15-49-31,1065.0810072422028,1065.0810072422028,2823728,umd-cscdr-cpu041,10.100.130.41,1065.0810072422028,1,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
1,178.03756713867188,6.285459041595459,1764017372,,False,2,6f7a5_00000,2025-11-24_15-49-32,1.7194418907165527,1066.8004491329193,2823728,umd-cscdr-cpu041,10.100.130.41,1066.8004491329193,2,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
2,80.14250946044922,12.861551284790039,1764017374,,False,3,6f7a5_00000,2025-11-24_15-49-34,1.6938457489013672,1068.4942948818207,2823728,umd-cscdr-cpu041,10.100.130.41,1068.4942948818207,3,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
3,29.421611785888672,22.198564529418945,1764017376,,False,4,6f7a5_00000,2025-11-24_15-49-36,1.6193509101867676,1070.1136457920074,2823728,umd-cscdr-cpu041,10.100.130.41,1070.1136457920074,4,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
4,14.938704490661621,0.4896682798862457,1764017377,,False,5,6f7a5_00000,2025-11-24_15-49-37,1.2123432159423828,1071.3259890079498,2823728,umd-cscdr-cpu041,10.100.130.41,1071.3259890079498,5,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
5,8.87855052947998,0.33605700731277466,1764017378,,False,6,6f7a5_00000,2025-11-24_15-49-38,1.2169947624206543,1072.5429837703705,2823728,umd-cscdr-cpu041,10.100.130.41,1072.5429837703705,6,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
6,2.9690005779266357,0.051836688071489334,1764017379,,False,7,6f7a5_00000,2025-11-24_15-49-39,1.2253260612487793,1073.7683098316193,2823728,umd-cscdr-cpu041,10.100.130.41,1073.7683098316193,7,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
7,1.85524582862854,0.07152232527732849,1764017381,,False,8,6f7a5_00000,2025-11-24_15-49-41,1.2431468963623047,1075.0114567279816,2823728,umd-cscdr-cpu041,10.100.130.41,1075.0114567279816,8,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
8,1.3556413650512695,0.05330101028084755,1764017382,,False,9,6f7a5_00000,2025-11-24_15-49-42,1.2386441230773926,1076.250100851059,2823728,umd-cscdr-cpu041,10.100.130.41,1076.250100851059,9,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
9,0.6019744873046875,0.03334461525082588,1764017383,,False,10,6f7a5_00000,2025-11-24_15-49-43,1.2325680255889893,1077.482668876648,2823728,umd-cscdr-cpu041,10.100.130.41,1077.482668876648,10,6,"[4, 8, 4]",0.002824547132324196,0.01,1000,5000,32
