,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,3.928884981852864,0.031891560762934194
Linear X Learner,5.3542834458049136,0.016495688637695613
Gradient Boosting Trees X Learner,13.680101145376517,0.016635158985224895
Linear DML,13.28408049588668,0.022122065355632797
Gradient Boosting Trees DML,13.263052554676568,0.04334269487545641
Doubly Robust (Linear),3938.989956210267,4059.1800349925447
Causal BART,7.099784615234516,0.01656099824745182
TMLE,6.577599244084852,0.03514867325660521
