,Posterior-Source SWD,Prior-Source SWD
0,0.14787601274231366,2.723936997335658
1,0.15542199888318473,3.3626935777170437
2,0.16832182047221775,1.5106964470902968
3,0.1560276669526502,2.1431173020866563
4,0.1742408417063253,2.009826632860744
5,0.16058871439798256,0.8299848210210692
6,0.16106287897933852,4.6312435180226545
7,0.15989722419243935,0.6379936271133182
8,0.16506571273682538,5.52722440554982
9,0.16290168590719262,2.5935035591982025
10,0.1780881094268655,1.7972582216100066
11,0.14538689549422895,3.597435384488982
12,0.1534824879735868,2.9812181441243273
13,0.14500518705197357,4.380606709202517
14,0.15132349880370716,3.4579773574887605
15,0.16194444473348688,1.5303756897544794
16,0.16480189721602145,4.07651248222701
17,0.15169030385735952,2.506197485756327
18,0.16321423242991345,5.55413651409147
19,0.15878840196197452,0.8667779329252625
20,0.17411239263312067,3.4737837750690845
21,0.15482317459605774,0.16196300478829667
22,0.1657542186481123,1.825510201192713
23,0.1561159206230148,2.147634463499714
24,0.18592069358284846,1.1173598751115235
25,0.1580444292278937,2.0395803452026704
26,0.17749445592927837,2.2098303429022312
27,0.1591117169006766,2.5371193904855502
28,0.16258978179808128,1.3005152368667898
29,0.17305799125131616,5.407172117563589
30,0.14226783298153275,0.3261149544843708
31,0.16738716452798044,2.2531889120140636
32,0.16689268730080187,3.340241433687773
33,0.1856971236391706,0.6461864710105054
34,0.16760981727380553,0.3814901120458923
35,0.17695164153866436,2.8949664899800176
36,0.1659518494599467,0.17388852356005688
37,0.17420363306349843,0.20938523546452778
38,0.18018553992219385,0.6620027264931801
39,0.16784281256573066,4.38564702401583
40,0.16626673093461672,2.405634094496609
41,0.15049818736469245,0.1653655417184275
42,0.14048764239463585,0.8392453017328533
43,0.1878951435661388,0.5890015485091873
44,0.17572756689278546,0.1555944592193383
45,0.16849944273238338,2.9422303978182573
46,0.1552312643360747,3.4078988158239234
47,0.17180185846783183,2.2112223641698656
48,0.1566801427178587,2.002291648927612
49,0.16370780212665623,2.6180100628775707
