,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,2.7212319992803717,0.03134687656088531
Linear X Learner,3.520571953528103,0.016549704718019535
Gradient Boosting Trees X Learner,8.580669556988116,0.01781183987674703
Linear DML,8.332844308593216,0.022892257914284567
Gradient Boosting Trees DML,6.193586234753087,0.04665355086097825
Doubly Robust (Linear),4027.5563411772127,4058.970996409157
Causal BART,4.631612009933773,0.0178865197575141
TMLE,4.291129317228726,0.035287318633048466
