,Prior-Source BSE,Posterior-Source BSE
Diff. of Mean,1.6511550896543523,0.003082552814532942
Linear X Learner,0.044447665981624945,0.0032177509615581475
Gradient Boosting Trees X Learner,0.06372817742458112,0.001961938913444311
Linear DML,0.039414930531137295,0.00242298028228784
Gradient Boosting Trees DML,0.04834161855956646,0.001935774886071357
Doubly Robust (Linear),0.06205632523213258,0.0026540400547068643
Causal BART,,
TMLE,,
